tau1,tau2,local_tpr,local_fpr,global_tpr,global_fpr
1.764146707506267e-08,0.00101906256855808,0.40508,0.0,0.9999691559509322,0.0
1.764146707506267e-08,0.0014354990748179218,0.292448,0.0,0.9990110661147209,0.0
1.764146707506267e-08,0.0020221109649026037,0.20155199999999998,0.0,0.9889099693184873,0.0
1.764146707506267e-08,0.0028484398395714596,0.12053599999999999,0.0,0.9233766148608541,0.0
1.764146707506267e-08,0.004012445241870639,0.063232,0.0,0.7292048159914043,0.0
1.764146707506267e-08,0.0056521175540897,0.023712,0.0,0.3811875758043065,0.0
1.764146707506267e-08,0.007961836466173225,0.013832,0.0,0.24313552448816889,0.0
2.485059352196191e-08,2.485059352196191e-08,0.976144,0.7744,1.0,0.9999999999998834
2.485059352196191e-08,3.5005705351269954e-08,0.976144,0.77264,1.0,0.9999999999998638
2.485059352196191e-08,4.9310669624730435e-08,0.976144,0.76736,1.0,0.9999999999997844
2.485059352196191e-08,6.946130964766018e-08,0.976144,0.7656,1.0,0.9999999999997493
2.485059352196191e-08,9.784644124054514e-08,0.976144,0.7541599999999999,1.0,0.9999999999993497
2.485059352196191e-08,1.3783106180984555e-07,0.976144,0.73656,1.0,0.999999999997408
2.485059352196191e-08,1.9415526368431038e-07,0.976144,0.69696,1.0,0.9999999999573421
2.485059352196191e-08,2.7349616205039916e-07,0.976144,0.6028,1.0,0.9999999904460097
2.485059352196191e-08,3.852594528568679e-07,0.976144,0.4048,1.0,0.9999688643131427
2.485059352196191e-08,5.426944382064915e-07,0.976144,0.23408,1.0,0.9951731010978255
2.485059352196191e-08,7.644647031404026e-07,0.976144,0.1936,1.0,0.9864789511444167
2.485059352196191e-08,1.0768606442308563e-06,0.976144,0.16016,1.0,0.9695258845529322
2.485059352196191e-08,1.5169161405746597e-06,0.976144,0.12936,1.0,0.9373714548430424
2.485059352196191e-08,2.1367988419517605e-06,0.976144,0.0968,1.0,0.8694795452253278
2.485059352196191e-08,3.0099945335387307e-06,0.976144,0.059840000000000004,1.0,0.7089045645586434
2.485059352196191e-08,4.240018720553743e-06,0.976144,0.02816,1.0,0.435199067905248
2.485059352196191e-08,5.972688172795604e-06,0.976144,0.00704,1.0,0.13176942000391512
2.485059352196191e-08,8.413407194766748e-06,0.976144,0.00088,1.0,0.01745363798071986
2.485059352196191e-08,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
2.485059352196191e-08,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
2.485059352196191e-08,2.3516793747041554e-05,0.966264,0.0,1.0,0.0
2.485059352196191e-08,3.312685276462292e-05,0.9544079999999999,0.0,1.0,0.0
2.485059352196191e-08,4.6664030219980915e-05,0.94848,0.0,1.0,0.0
2.485059352196191e-08,6.573312991256274e-05,0.930696,0.0,1.0,0.0
2.485059352196191e-08,9.259475334069438e-05,0.9129120000000001,0.0,1.0,0.0
2.485059352196191e-08,0.00013043328923525722,0.881296,0.0,1.0,0.0
2.485059352196191e-08,0.00018373441611892432,0.8457279999999999,0.0,0.9999999999999999,0.0
2.485059352196191e-08,0.0002588168700221416,0.78052,0.0,0.9999999999999327,0.0
2.485059352196191e-08,0.0003645815172955977,0.709384,0.0,0.9999999999815332,0.0
2.485059352196191e-08,0.0005135665335191993,0.618488,0.0,0.9999999957325931,0.0
2.485059352196191e-08,0.0007234337777388782,0.511784,0.0,0.9999994081111435,0.0
2.485059352196191e-08,0.00101906256855808,0.40508,0.0,0.9999691559509322,0.0
2.485059352196191e-08,0.0014354990748179218,0.292448,0.0,0.9990110661147209,0.0
2.485059352196191e-08,0.0020221109649026037,0.20155199999999998,0.0,0.9889099693184873,0.0
2.485059352196191e-08,0.0028484398395714596,0.12053599999999999,0.0,0.9233766148608541,0.0
2.485059352196191e-08,0.004012445241870639,0.063232,0.0,0.7292048159914043,0.0
2.485059352196191e-08,0.0056521175540897,0.023712,0.0,0.3811875758043065,0.0
2.485059352196191e-08,0.007961836466173225,0.013832,0.0,0.24313552448816889,0.0
3.5005705351269954e-08,3.5005705351269954e-08,0.976144,0.770884,1.0,0.9999999999998411
3.5005705351269954e-08,4.9310669624730435e-08,0.976144,0.765616,1.0,0.9999999999997496
3.5005705351269954e-08,6.946130964766018e-08,0.976144,0.76386,1.0,0.9999999999997093
3.5005705351269954e-08,9.784644124054514e-08,0.976144,0.752446,1.0,0.9999999999992528
3.5005705351269954e-08,1.3783106180984555e-07,0.976144,0.7348859999999999,1.0,0.9999999999970579
3.5005705351269954e-08,1.9415526368431038e-07,0.976144,0.695376,1.0,0.9999999999526541
3.5005705351269954e-08,2.7349616205039916e-07,0.976144,0.60143,1.0,0.999999989764899
3.5005705351269954e-08,3.852594528568679e-07,0.976144,0.40388,1.0,0.9999678875193478
3.5005705351269954e-08,5.426944382064915e-07,0.976144,0.233548,1.0,0.99510560251689
3.5005705351269954e-08,7.644647031404026e-07,0.976144,0.19316,1.0,0.9863306326703304
