ligand_type,r_max,time_weighted_mean_b,time_weighted_variance,total_bound_time,n_binding_events,n_unbinding_events,binding_unbinding_events,mean_bound_dwell_time,total_signal,signal_rate,ratio,time_weighted_variance_observed,total_signal_observed
ag,50,0.6719770641274541,0.43399048985740485,671.977064127454,667,667,1334,1.0074618652585516,341,0.341,6,0.38746269827310975,328.9874653057609
ag,50,1.973367849481111,1.3268025585913479,1973.367849481111,1983,1982,3965,0.9956447272861307,3368,3.368,6,1.5354769484147772,3310.076258952828
ag,50,1.3619719005687225,0.8582820929991707,1361.9719005687225,1313,1312,2625,1.0380883388481117,1537,1.537,6,0.8661679757160313,1317.015821275851
ag,50,3.7970568640030824,2.4880052916054494,3797.0568640030824,3808,3803,7611,0.9984372505924487,12827,12.827,6,1.6482073011108351,11848.328701764482
ag,50,1.322798102055964,0.8796333646599259,1322.7981020559641,1322,1322,2644,1.0006037080604873,1463,1.463,6,0.8677620509253866,1487.6014348556073
ag,50,1.2886519199112805,0.8975622577175294,1288.6519199112804,1297,1297,2594,0.9935635465777027,1470,1.47,6,0.8399939093627088,1344.6055776177304
ag,50,0.9705852594426727,0.6895171847229725,970.5852594426727,965,964,1929,1.0068311819944737,882,0.882,6,0.691126736369668,882.368016716741
ag,50,2.603073804813659,1.703403553727972,2603.073804813659,2525,2523,5048,1.0317375365888461,5654,5.654,6,2.1470186953210093,5256.776173930715
ag,50,1.9240102432613413,1.3467777368406706,1924.0102432613412,2014,2012,4026,0.9562675165314817,3422,3.422,6,1.3293499634577808,3259.920819668664
ag,50,0.9929141573430911,0.6549841958461757,992.9141573430911,983,982,1965,1.0111142131803372,854,0.854,6,0.669071607781542,818.66273198143
ag,50,1.6106313368544911,1.0714225662634584,1610.631336854491,1659,1658,3317,0.971430239357353,2305,2.305,6,0.9526918125840224,1671.4493394947365
ag,50,2.291978590284959,1.4916345319490525,2291.978590284959,2260,2257,4517,1.015497824672113,4471,4.471,6,1.472409481510441,3643.2813921275606
ag,50,1.599647850410108,1.097518899649784,1599.6478504101078,1576,1575,3151,1.0156494288318145,2198,2.198,6,1.068829569199748,1817.2481023660503
ag,50,1.2996300093801638,0.9252253833141149,1299.6300093801638,1321,1320,2641,0.9845681889243665,1474,1.474,6,0.8462493511907012,1703.9189853274095
ag,50,2.8604586321219005,1.8681670519895393,2860.4586321219003,2825,2823,5648,1.0132690868302872,7325,7.325,6,2.21062122954513,6945.924787286639
ag,50,1.8814190773738833,1.2173703233731503,1881.4190773738833,1917,1917,3834,0.9814392683223179,3191,3.191,6,0.7917398139298994,3156.359511927655
ag,50,1.0011596641425484,0.6532052996675899,1001.1596641425484,1003,1002,2005,0.9991613414596292,868,0.868,6,0.6394037081179649,840.2649025988694
ag,50,1.3789187669890253,0.8229701723619268,1378.9187669890252,1315,1315,2630,1.04860742736808,1676,1.676,6,0.9249904472574327,1101.6449464323298
ag,50,1.9460055483677574,1.2892706478163598,1946.0055483677575,1970,1969,3939,0.9883217614869261,3388,3.388,6,1.3377208881064244,3117.0159277428024
ag,50,2.2518532785418723,1.4643938114524522,2251.8532785418724,2292,2288,4580,0.9842016077543149,4506,4.506,6,1.749206165415627,3790.362974894724
ag,50,1.6260240539146966,1.080518817496105,1626.0240539146967,1609,1607,3216,1.0118382413906015,2352,2.352,6,1.0010622838243348,2196.8336494868704
ag,50,0.6968883437498592,0.46011654612257585,696.8883437498592,674,672,1346,1.0370362258182428,346,0.346,6,0.5106352902115286,441.2710108851588
ag,50,1.9132346928105766,1.2215068189026064,1913.2346928105765,1986,1984,3970,0.9643320024246858,3265,3.265,6,0.788996967350331,2185.824417439237
