ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,0.01461431255094681,0.01768233031935364,0.000356058015850147,0.0638270494573851,500,2.791714203239938,0.0,0.15032316214696229
bg,5.908356079036389e-07,2.1351641028851538e-07,2.5617704392668494e-07,1.0774799541554297e-06,500,0.9450863062552189,1.840259457074024e-07,1.5046805184012296e-06
nag,0.0012524586081429489,0.002146664937513971,0.0,0.006226239441603688,500,6.869978114254991,0.0,0.03135384819000525
