ligand_type,r_max,var_rate,ratio
nag,50,0.0001591276274066,10
nag,50,0.0001184265618162,10
nag,50,4.271949549639062e-05,10
nag,50,0.0001553952180519,10
nag,50,2.6001446555294872e-05,10
nag,50,0.0001935440005997,10
nag,50,1.002397037535547e-05,10
nag,50,6.937374767588636e-05,10
nag,50,8.060304260660633e-05,10
nag,50,1.1199979201308172e-05,10
nag,50,1.2757263205896004e-05,10
nag,50,0.0001458525265003,10
nag,50,0.0001117190317385,10
nag,50,0.0001193928956894,10
nag,50,0.000165848957762,10
nag,50,0.0001522535113514,10
nag,50,5.1552661781869387e-05,10
nag,50,0.0003726161673416,10
nag,50,1.3620462307802144e-05,10
nag,50,0.0004732595884338,10
nag,50,0.0002624086871708,10
nag,50,1.8973269209768047e-05,10
nag,50,6.908757990809082e-05,10
nag,50,0.0003301042401627,10
nag,50,1.7237109765737614e-05,10
nag,50,0.0001082634690421,10
nag,50,1.390524389769242e-05,10
nag,50,4.2089758063952665e-05,10
nag,50,0.0001849720604597,10
nag,50,4.96092992245351e-05,10
nag,50,5.003807416085412e-05,10
nag,50,0.0001330308586345,10
nag,50,0.0001117959861201,10
nag,50,0.0002454387568012,10
nag,50,6.389495893954239e-05,10
nag,50,0.0005833798346148,10
nag,50,0.0,10
nag,50,8.739372865434871e-05,10
nag,50,0.0001688356419331,10
nag,50,7.537150717231037e-05,10
nag,50,9.708213294775892e-05,10
nag,50,2.7161452631496137e-05,10
nag,50,2.245656130856032e-05,10
nag,50,9.615978672040976e-05,10
nag,50,2.0787832439933855e-05,10
nag,50,0.000319933716735,10
nag,50,5.4130864356588486e-05,10
nag,50,0.0003312076910097,10
nag,50,1.363886364405218e-05,10
nag,50,9.710599246352316e-06,10
nag,50,4.02983169751092e-05,10
nag,50,1.509710522370199e-05,10
nag,50,0.0002176373966636,10
nag,50,3.913052304118159e-05,10
nag,50,0.000107033659094,10
nag,50,0.0002065158369561,10
