ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,0.01504504266901952,0.01829010727577585,0.00038283913535497755,0.06778837721076361,3000,2.8245967889274186,0.0,0.1775340888927782
bg,5.781151380742127e-07,1.9978484250811283e-07,2.465665500440707e-07,1.0136942775194114e-06,3000,0.5590158438138139,1.2731881544666148e-07,1.4694254320751142e-06
nag,0.00012826877268445414,0.0001973368092432227,0.0,0.0006755945127892679,3000,3.8020358169699118,0.0,0.0022371499193444
