ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,0.0013551298911314423,0.001767165452150337,2.8295952536809356e-05,0.005519078177916139,500,3.367018821026856,0.0,0.014401964412636165
bg,3.5051444962624097e-07,1.0473084235694954e-07,1.573096685240991e-07,5.653935351161877e-07,500,0.3829938091553399,1.0520491436975805e-07,7.18782507366434e-07
nag,1.23233045567164e-06,1.6074055412641353e-06,0.0,5.460918936718206e-06,500,1.8750665932150545,0.0,1.0806253280669261e-05
