class,n,n_zero_dropped,n_unique,gamma_params,gamma_ks,gamma_p,lognorm_params,lognorm_ks,lognorm_p,weibull_params,weibull_ks,weibull_p,loglogistic_params,loglogistic_ks,loglogistic_p,pareto_params,pareto_ks,pareto_p,seed,class_
nag,1000,197,803,"(0.8780071029699871, 0, np.float64(1.945771687352354e-06))",0.024771100493176657,0.6983396938482908,"(np.float64(1.3946214862241977), 0, np.float64(8.760408653811971e-07))",0.08288663348629388,3.014183190953605e-05,"(np.float64(0.9233310942103202), 0, np.float64(1.6467231789343585e-06))",0.024709168871793585,0.7012758364932166,"(np.float64(1.3002402448072714), 0, np.float64(9.937545938864742e-07))",0.0613236470962476,0.004558928939584544,"(np.float64(1.3002402448072714), 0, np.float64(9.937545938864742e-07))",0.4032299273238992,2.0300013746672826e-118,16,nag
bg,1000,0,1000,"(11.054569530644018, 0, np.float64(3.114441409540905e-08))",0.020531978401600925,0.7850791618506927,"(np.float64(0.3082296517188274), 0, np.float64(3.2883866470707753e-07))",0.034008208965425,0.19327771502216629,"(np.float64(3.5225890435960734), 0, np.float64(3.819927612982704e-07))",0.04963091716013511,0.014009467886706033,"(np.float64(0.1085580400221626), 0, np.float64(3.2942280805911217e-07))",0.4794372405770282,7.122685088987159e-212,"(np.float64(0.1085580400221626), 0, np.float64(3.2942280805911217e-07))",0.4389153445716362,7.241202210100763e-176,16,bg
ag,1000,3,997,"(1.0703671930512524, 0, np.float64(0.0012507410304778608))",0.03665288878589823,0.13390776145785221,"(np.float64(1.1590601157765048), 0, np.float64(0.0007840137036736605))",0.060371982344894715,0.00133462979879984,"(np.float64(1.022044858760286), 0, np.float64(0.001351420596032027))",0.03551958444711689,0.15772798757126438,"(np.float64(1.5389133148572918), 0, np.float64(0.0008437479785667948))",0.03373324433235403,0.20200178735766383,"(np.float64(1.5389133148572918), 0, np.float64(0.0008437479785667948))",0.37433681797468865,5.97438217463419e-126,17,ag
nag,1000,236,764,"(0.8666011059541996, 0, np.float64(1.8927090407746812e-06))",0.028611625823745546,0.5493768000575965,"(np.float64(1.446304324143962), 0, np.float64(8.327873084044444e-07))",0.08462525400259924,3.295572268812494e-05,"(np.float64(0.9163956599738745), 0, np.float64(1.5749163907788704e-06))",0.024231949399214026,0.7512150505251294,"(np.float64(1.303912732182551), 0, np.float64(9.538623426476207e-07))",0.0526983376916752,0.0276859475813791,"(np.float64(1.303912732182551), 0, np.float64(9.538623426476207e-07))",0.47623809749289786,1.0340643884284814e-159,17,nag
bg,1000,0,1000,"(9.810494468225766, 0, np.float64(3.52891494341962e-08))",0.021497448032995137,0.7360505215143731,"(np.float64(0.32899171193733473), 0, np.float64(3.287170787940197e-07))",0.030389430939937512,0.3079547486271097,"(np.float64(3.3409815862114574), 0, np.float64(3.853324819898077e-07))",0.06150280484427639,0.0009900288048301695,"(np.float64(0.10855803999920513), 0, np.float64(3.2908825565428717e-07))",0.4776247803191286,3.538281642674927e-210,"(np.float64(0.10855803999920513), 0, np.float64(3.2908825565428717e-07))",0.4316204798239321,8.453328253956234e-170,17,bg
ag,1000,7,993,"(1.012843185627617, 0, np.float64(0.0014007278462176346))",0.021524075986117552,0.7385537099220647,"(np.float64(1.2047544706426199), 0, np.float64(0.0008030859851742355))",0.06507670445444569,0.00042348076116462455,"(np.float64(0.9884282217439498), 0, np.float64(0.0014112916312479626))",0.0168861263527601,0.9350117727295694,"(np.float64(1.4769838898137817), 0, np.float64(0.0008729097176778782))",0.04509709294927933,0.034153729403825994,"(np.float64(1.4769838898137817), 0, np.float64(0.0008729097176778782))",0.3654942369994487,2.0412479004264807e-119,18,ag
nag,1000,224,776,"(0.8727653903938195, 0, np.float64(1.978109307969652e-06))",0.023300514350331314,0.7843205166194699,"(np.float64(1.375550449930067), 0, np.float64(8.812919859514992e-07))",0.08389413975000992,3.362518101909635e-05,"(np.float64(0.9141404271539624), 0, np.float64(1.6544084592977724e-06))",0.021763114885129164,0.8478646754331074,"(np.float64(1.3084123284589724), 0, np.float64(9.908809025446147e-07))",0.05578065667749432,0.015374426278430997,"(np.float64(1.3084123284589724), 0, np.float64(9.908809025446147e-07))",0.39925000188482307,4.0056259347101117e-112,18,nag
bg,1000,0,1000,"(10.765042308636527, 0, np.float64(3.237383597349777e-08))",0.027637179917478272,0.4220964786224799,"(np.float64(0.31446211641103156), 0, np.float64(3.3245001281070157e-07))",0.0354168396957345,0.15884670992394168,"(np.float64(3.5338227950067753), 0, np.float64(3.865257294823114e-07))",0.044125505722978686,0.03950876826959637,"(np.float64(0.10855804053938606), 0, np.float64(3.3192699188800713e-07))",0.4765055940561892,3.908987154038297e-209,"(np.float64(0.10855804053938606), 0, np.float64(3.3192699188800713e-07))",0.4185425662158074,3.142299181581186e-159,18,bg
ag,1000,9,991,"(0.9899690488656816, 0, np.float64(0.0013359784356095838))",0.04955961923698626,0.014852564184412173,"(np.float64(1.1801669982668366), 0, np.float64(0.0007377324617058694))",0.05218706106602233,0.008723929811157487,"(np.float64(0.9558604497862602), 0, np.float64(0.001293431253835155))",0.04476971554328568,0.03650971795408009,"(np.float64(1.5146710736807933), 0, np.float64(0.0007850441517705611))",0.028545953213690356,0.38738930485718603,"(np.float64(1.5146710736807933), 0, np.float64(0.0007850441517705611))",0.3558371189810925,8.60896761847426e-113,19,ag
nag,1000,228,772,"(0.9565652520828486, 0, np.float64(1.781336023476483e-06))",0.021540626488128323,0.8584470469755148,"(np.float64(1.3239055743332158), 0, np.float64(9.289878482058134e-07))",0.09130006589128592,4.744993107911235e-06,"(np.float64(0.9764825574253322), 0, np.float64(1.6865067020362503e-06))",0.021871053644506477,0.8458467074580037,"(np.float64(1.3819928444751755), 0, np.float64(1.058641880646012e-06))",0.05756750030965674,0.011511515361222708,"(np.float64(1.3819928444751755), 0, np.float64(1.058641880646012e-06))",0.41040895608684225,4.055836853030414e-118,19,nag
bg,1000,0,1000,"(10.284751119402483, 0, np.float64(3.316935976397418e-08))",0.018742831468250842,0.867096700263421,"(np.float64(0.32194652327673295), 0, np.float64(3.246949499084935e-07))",0.03498987864440395,0.16872445910792966,"(np.float64(3.467709408842554), 0, np.float64(3.7897048201397854e-07))",0.040828149878757325,0.06935660400147725,"(np.float64(0.10855803996763426), 0, np.float64(3.260196150135339e-07))",0.4784183915220668,6.413861492687955e-211,"(np.float64(0.10855803996763426), 0, np.float64(3.260196150135339e-07))",0.41252298562156914,1.7057251186773054e-154,19,bg
ag,1000,7,993,"(1.0085308674606095, 0, np.float64(0.001317283869443012))",0.051910295165428666,0.00913970627480283,"(np.float64(1.1569862966139175), 0, np.float64(0.0007499881876228341))",0.042173788403567,0.05681437945104928,"(np.float64(0.9624373366036207), 0, np.float64(0.0013036248393688123))",0.04013285143020351,0.07943214353507433,"(np.float64(1.5410084134971274), 0, np.float64(0.0007904262364690094))",0.02782110683715222,0.41814390136011426,"(np.float64(1.5410084134971274), 0, np.float64(0.0007904262364690094))",0.3765660212373656,5.410394791026093e-127,20,ag
nag,1000,223,777,"(0.87717541636895, 0, np.float64(1.80615953864974e-06))",0.029840021488270252,0.484206226090794,"(np.float64(1.4564097022874165), 0, np.float64(8.118342164032976e-07))",0.087131912119636,1.39561481073464e-05,"(np.float64(0.9346780387650351), 0, np.float64(1.5382080042344265e-06))",0.030508501950026523,0.4557538992605511,"(np.float64(1.2868848763545548), 0, np.float64(9.505940654573008e-07))",0.06650985047528324,0.0019689330731755663,"(np.float64(1.2868848763545548), 0, np.float64(9.505940654573008e-07))",0.4236950165380543,4.905448124720776e-127,20,nag
bg,1000,0,1000,"(10.119151022963525, 0, np.float64(3.412457579403421e-08))",0.025901852232593614,0.5051570186699839,"(np.float64(0.3261199324501853), 0, np.float64(3.2839701858959776e-07))",0.04663572457391929,0.024999958931984256,"(np.float64(3.4802095569060203), 0, np.float64(3.834437589266689e-07))",0.036292780268465163,0.1400279099378322,"(np.float64(0.10855803997369995), 0, np.float64(3.2777204422431463e-07))",0.4778928004948545,1.9883311584687102e-210,"(np.float64(0.10855803997369995), 0, np.float64(3.2777204422431463e-07))",0.39549531610195693,1.5362562318835265e-141,20,bg
ag,1000,4,996,"(1.0346556962621056, 0, np.float64(0.0012027722953400733))",0.0469135524810983,0.024149996518211814,"(np.float64(1.1599070626741104), 0, np.float64(0.0007139229181688678))",0.05196882511751216,0.008884321277802655,"(np.float64(0.9886306019917886), 0, np.float64(0.001237961923283398))",0.042957916745870794,0.049182899614517606,"(np.float64(1.537806802094882), 0, np.float64(0.000757960005695655))",0.03142280894769395,0.2732830806819667,"(np.float64(1.537806802094882), 0, np.float64(0.000757960005695655))",0.3993436104564319,7.770713070491136e-144,21,ag
nag,1000,222,778,"(0.8725205383576311, 0, np.float64(1.9380485547166857e-06))",0.03810323869184795,0.2034198212366115,"(np.float64(1.431699692359901), 0, np.float64(8.630183525542748e-07))",0.08644195928232662,1.6578234825500715e-05,"(np.float64(0.9287798159672014), 0, np.float64(1.6364395582363856e-06))",0.04043528556372078,0.15281323803287017,"(np.float64(1.27781608685252), 0, np.float64(9.956776641996918e-07))",0.06646320352229851,0.0019705939267514717,"(np.float64(1.27781608685252), 0, np.float64(9.956776641996918e-07))",0.41064987119762736,3.537843474523494e-119,21,nag
bg,1000,0,1000,"(10.743716826701837, 0, np.float64(3.256762278416399e-08))",0.020383930804424022,0.7923642766380764,"(np.float64(0.31547516430873856), 0, np.float64(3.337457818261193e-07))",0.03682585031750707,0.12948613078305493,"(np.float64(3.5810979260607), 0, np.float64(3.8803676001810054e-07))",0.04023559509182395,0.07638309254159947,"(np.float64(0.10855804078674601), 0, np.float64(3.3462328274949626e-07))",0.47876285087224735,3.0529117231700016e-211,"(np.float64(0.10855804078674601), 0, np.float64(3.3462328274949626e-07))",0.40625924301725475,1.1809344787796062e-149,21,bg
ag,1000,9,991,"(1.00342760164417, 0, np.float64(0.0013697922609305269))",0.046274886484086175,0.027792836193986203,"(np.float64(1.1756704589608187), 0, np.float64(0.0007734204402552778))",0.04858183715870329,0.01797859019681539,"(np.float64(0.9702602724108476), 0, np.float64(0.0013549582794049049))",0.039397440818929264,0.08981831211683666,"(np.float64(1.5047466155367597), 0, np.float64(0.0008200844433595749))",0.027859277686046346,0.41768025435013223,"(np.float64(1.5047466155367597), 0, np.float64(0.0008200844433595749))",0.3639202969147112,4.012226760141845e-118,22,ag
nag,1000,226,774,"(0.953342793212982, 0, np.float64(1.855315925011912e-06))",0.024337813811889375,0.7393541677308474,"(np.float64(1.3414655512526388), 0, np.float64(9.620964891138122e-07))",0.08558641682594254,2.213280605751043e-05,"(np.float64(0.9809857094996037), 0, np.float64(1.7545807427590742e-06))",0.027394903397296166,0.5968819077632036,"(np.float64(1.3659416476809911), 0, np.float64(1.0951547107407965e-06))",0.06305211478208816,0.004059103870935417,"(np.float64(1.3659416476809911), 0, np.float64(1.0951547107407965e-06))",0.43475702305708236,1.5040223509157842e-133,22,nag
bg,1000,0,1000,"(10.638538827762009, 0, np.float64(3.217744144182891e-08))",0.015712531488682124,0.9626426849935729,"(np.float64(0.31555112753146347), 0, np.float64(3.2636428278089835e-07))",0.035103484332974944,0.16604985105925485,"(np.float64(3.521207267766876), 0, np.float64(3.799999462126581e-07))",0.04601144138469171,0.028079821523679382,"(np.float64(0.10855803988698998), 0, np.float64(3.25826610693949e-07))",0.4790356631994849,1.6949557003640907e-211,"(np.float64(0.10855803988698998), 0, np.float64(3.25826610693949e-07))",0.37735167555463595,1.9509170545256352e-128,22,bg
ag,1000,2,998,"(1.0232086342982996, 0, np.float64(0.001319962149687425))",0.047493295784455825,0.021450797436265788,"(np.float64(1.177260728696596), 0, np.float64(0.000769457028494618))",0.05651136385752498,0.0032732733743438326,"(np.float64(0.9832079314664057), 0, np.float64(0.0013400028152534668))",0.044912922483216766,0.03459670357286471,"(np.float64(1.526375735252285), 0, np.float64(0.0008248048156231104))",0.029793153447399412,0.3318698762817399,"(np.float64(1.526375735252285), 0, np.float64(0.0008248048156231104))",0.3671290216989844,4.010128291453464e-121,23,ag
nag,1000,237,763,"(0.9744524847897601, 0, np.float64(1.7346301540493786e-06))",0.025520705505412633,0.69306802490292,"(np.float64(1.3371972958567955), 0, np.float64(9.330948022811015e-07))",0.09367896835752637,2.8064711407150212e-06,"(np.float64(0.9918095146129826), 0, np.float64(1.6843772793582212e-06))",0.023039166027920832,0.8038231663815105,"(np.float64(1.402119699241799), 0, np.float64(1.0634090822851206e-06))",0.059102911518756684,0.009284251696346689,"(np.float64(1.402119699241799), 0, np.float64(1.0634090822851206e-06))",0.4680585193117338,9.221173480614782e-154,23,nag
bg,1000,0,1000,"(10.949987504322678, 0, np.float64(3.180648388578737e-08))",0.019825502566278075,0.8191327959144755,"(np.float64(0.3103136250847304), 0, np.float64(3.3250400128439915e-07))",0.022477401651167406,0.6844807491384939,"(np.float64(3.5127096190053533), 0, np.float64(3.86448814538506e-07))",0.05476472641966745,0.004774754622670626,"(np.float64(0.10855804053938606), 0, np.float64(3.3192699188800713e-07))",0.4792107751620722,1.1615150912552572e-211,"(np.float64(0.10855804053938606), 0, np.float64(3.3192699188800713e-07))",0.42891111316084324,1.4094838357437168e-167,23,bg
ag,1000,7,993,"(1.080603298072443, 0, np.float64(0.0012895396868201794))",0.03360728584263062,0.2073136535601291,"(np.float64(1.1334772354648208), 0, np.float64(0.0008206761982196838))",0.05660911469380364,0.003305859229715897,"(np.float64(1.0161293210302444), 0, np.float64(0.0014034024417434116))",0.028549577411078664,0.3860004093195253,"(np.float64(1.5673559646699844), 0, np.float64(0.0008742266959738804))",0.03237591435471565,0.24365659321442446,"(np.float64(1.5673559646699844), 0, np.float64(0.0008742266959738804))",0.3942416350210312,1.2463243853637123e-139,24,ag
nag,1000,214,786,"(0.9180599748318167, 0, np.float64(1.8360412362115536e-06))",0.02771707352085126,0.5721515500384186,"(np.float64(1.3472593701177358), 0, np.float64(8.930551440200681e-07))",0.08505748815749425,2.1405230404313876e-05,"(np.float64(0.9523222966137244), 0, np.float64(1.6497896080352254e-06))",0.029176858692339214,0.5058466823898233,"(np.float64(1.3314467671269348), 0, np.float64(1.0038845639398875e-06))",0.06262821849555811,0.00401332571297169,"(np.float64(1.3314467671269348), 0, np.float64(1.0038845639398875e-06))",0.4049395986527731,6.04005065581881e-117,24,nag
bg,1000,0,1000,"(11.269396933531924, 0, np.float64(3.0951011601417656e-08))",0.01503173441861183,0.9750787516766146,"(np.float64(0.30350275491220524), 0, np.float64(3.334433200950728e-07))",0.03211266497447207,0.24841714590772646,"(np.float64(3.5072018735699055), 0, np.float64(3.8694214838048186e-07))",0.0480670726370912,0.01904117661722731,"(np.float64(0.10855804051419418), 0, np.float64(3.338176425264019e-07))",0.4780854406553038,1.3136257135160382e-210,"(np.float64(0.10855804051419418), 0, np.float64(3.338176425264019e-07))",0.35908935691725086,5.848940507789293e-116,24,bg
ag,1000,8,992,"(0.9733677745874937, 0, np.float64(0.0013245234838038327))",0.05535523394571962,0.004400897640846601,"(np.float64(1.1972909945574313), 0, np.float64(0.0007111693231932959))",0.06219619697579504,0.0008866224712702692,"(np.float64(0.9484537185325265), 0, np.float64(0.0012558939292331747))",0.045981023730104154,0.029210131595143407,"(np.float64(1.4876967376291494), 0, np.float64(0.0007586948540195418))",0.032787457390019314,0.2315098034958465,"(np.float64(1.4876967376291494), 0, np.float64(0.0007586948540195418))",0.3726599591956647,3.6346806655897624e-124,25,ag
nag,1000,213,787,"(0.8869269917359205, 0, np.float64(1.8322730098048224e-06))",0.020678584768593467,0.8823707744060425,"(np.float64(1.4067464720316594), 0, np.float64(8.396414444752767e-07))",0.09485309926825108,1.2961102827402263e-06,"(np.float64(0.9312244882157202), 0, np.float64(1.5733929350461575e-06))",0.021701410446121172,0.8443624480222587,"(np.float64(1.321156762937115), 0, np.float64(9.639197946228286e-07))",0.05373133460278956,0.02047475698780039,"(np.float64(1.321156762937115), 0, np.float64(9.639197946228286e-07))",0.4251494339155111,1.3770160583205552e-129,25,nag
bg,1000,0,1000,"(10.770541044504474, 0, np.float64(3.2409038529319976e-08))",0.020748392884116118,0.7743047597781726,"(np.float64(0.31380198418629557), 0, np.float64(3.3298964983568087e-07))",0.04009967345769205,0.07807717622844301,"(np.float64(3.544722134850176), 0, np.float64(3.872241443996534e-07))",0.04555994602344304,0.03051135341675837,"(np.float64(0.10855804051419418), 0, np.float64(3.338176425264019e-07))",0.477977773572271,1.65613244073486e-210,"(np.float64(0.10855804051419418), 0, np.float64(3.338176425264019e-07))",0.37069492857423975,8.319633613494899e-124,25,bg
ag,1000,5,995,"(1.0067910580406523, 0, np.float64(0.001299599714647421))",0.049647876485608144,0.014310797992439922,"(np.float64(1.1694080059613008), 0, np.float64(0.0007378286837449888))",0.04335732012020527,0.04607765944737263,"(np.float64(0.966267846381806), 0, np.float64(0.0012867988673646677))",0.03842654375577681,0.10317218741010148,"(np.float64(1.5286333628718318), 0, np.float64(0.0007805088577531193))",0.026858643193995335,0.4616035700912916,"(np.float64(1.5286333628718318), 0, np.float64(0.0007805088577531193))",0.3910146545131544,1.5053396455631575e-137,26,ag
nag,1000,245,755,"(0.8853945379612972, 0, np.float64(1.940401040119695e-06))",0.021989349464083985,0.850582395407632,"(np.float64(1.432124122622867), 0, np.float64(8.8651387556836e-07))",0.09737887102930176,1.1037019906932369e-06,"(np.float64(0.933132136296984), 0, np.float64(1.665449573846811e-06))",0.023868758695687275,0.7735247212056957,"(np.float64(1.314543760821753), 0, np.float64(1.033531881980595e-06))",0.056159118005143616,0.01643123377901379,"(np.float64(1.314543760821753), 0, np.float64(1.033531881980595e-06))",0.42332340466739427,3.152960674856325e-123,26,nag
bg,1000,0,1000,"(10.730030113368638, 0, np.float64(3.1889595487353446e-08))",0.03191313948344726,0.2548420235423705,"(np.float64(0.31453767977853536), 0, np.float64(3.263612173585688e-07))",0.05229563238538926,0.008119223406964795,"(np.float64(3.5321065496175135), 0, np.float64(3.796536974194435e-07))",0.04805504564698426,0.019085441930192112,"(np.float64(0.10855803988698998), 0, np.float64(3.25826610693949e-07))",0.47817103472598166,1.0925883258689348e-210,"(np.float64(0.10855803988698998), 0, np.float64(3.25826610693949e-07))",0.37530115869805425,5.327091901409622e-127,26,bg
ag,1000,5,995,"(0.9388558226172878, 0, np.float64(0.0013751749034818341))",0.042091840113325896,0.05719554153502071,"(np.float64(1.2492012620264386), 0, np.float64(0.000694912226660951))",0.05408340614868129,0.0057061856170191405,"(np.float64(0.935894126259935), 0, np.float64(0.0012496060798159944))",0.03319751677850069,0.21795667088273196,"(np.float64(1.433438343523304), 0, np.float64(0.0007522429031374595))",0.0353294359660713,0.1628477195601925,"(np.float64(1.433438343523304), 0, np.float64(0.0007522429031374595))",0.37238765263144374,2.3663659217858783e-124,27,ag
nag,1000,221,779,"(0.8664324000050787, 0, np.float64(1.8936695143768987e-06))",0.022695894801914113,0.8083751441372562,"(np.float64(1.4450438017235763), 0, np.float64(8.329238413034163e-07))",0.08804245674672817,1.0544464252673743e-05,"(np.float64(0.9209461883974458), 0, np.float64(1.5806574166371175e-06))",0.025993849397431934,0.6585652979422552,"(np.float64(1.2828025418617182), 0, np.float64(9.558702765845563e-07))",0.06085505846886563,0.0059737901175175735,"(np.float64(1.2828025418617182), 0, np.float64(9.558702765845563e-07))",0.45149269279857557,1.7158444106055243e-145,27,nag
bg,1000,0,1000,"(10.514172086977519, 0, np.float64(3.268955158928217e-08))",0.017035936703476084,0.928834658743656,"(np.float64(0.3166599675172077), 0, np.float64(3.274946008121683e-07))",0.03774407975719046,0.11284929873742033,"(np.float64(3.4801361792866006), 0, np.float64(3.817713415980128e-07))",0.04541813664083094,0.0313124066002497,"(np.float64(0.10855804001145652), 0, np.float64(3.269999159177931e-07))",0.47903894722185303,1.6829876281082692e-211,"(np.float64(0.10855804001145652), 0, np.float64(3.269999159177931e-07))",0.37217273545014085,7.951164820948751e-125,27,bg
ag,1000,6,994,"(0.9349762557631313, 0, np.float64(0.0014206478851301002))",0.03872930138222652,0.09876161845507014,"(np.float64(1.241368775283065), 0, np.float64(0.0007128657440196786))",0.051389153376133256,0.010121971033657532,"(np.float64(0.9282672395496872), 0, np.float64(0.0012791829209162873))",0.029759699465523037,0.3355168353388883,"(np.float64(1.4407927221616341), 0, np.float64(0.0007698262060658186))",0.038766340941212674,0.09819717688407459,"(np.float64(1.4407927221616341), 0, np.float64(0.0007698262060658186))",0.3740976769160323,2.085326576095869e-125,28,ag
nag,1000,217,783,"(0.8897833570124192, 0, np.float64(1.977564623986262e-06))",0.03552233578387842,0.27007964572557286,"(np.float64(1.4257544863590543), 0, np.float64(9.113104994225513e-07))",0.10921351593493983,1.3739028394150017e-08,"(np.float64(0.9397126827929115), 0, np.float64(1.7120107542948328e-06))",0.03569053236185116,0.2650659283128013,"(np.float64(1.3059086276552656), 0, np.float64(1.065301018980081e-06))",0.06300607428192861,0.0038132108811916856,"(np.float64(1.3059086276552656), 0, np.float64(1.065301018980081e-06))",0.411614276973881,1.58352688892379e-120,28,nag
bg,1000,0,1000,"(10.607525430315034, 0, np.float64(3.252368652788326e-08))",0.019111462418679365,0.851424557008333,"(np.float64(0.3155871791545359), 0, np.float64(3.288678611560663e-07))",0.02599627032784335,0.5004492766294083,"(np.float64(3.445200300770862), 0, np.float64(3.8312449764106245e-07))",0.050992259390509664,0.010639896134534395,"(np.float64(0.1085580399390062), 0, np.float64(3.280220875967128e-07))",0.4775529252115853,4.129213465476335e-210,"(np.float64(0.1085580399390062), 0, np.float64(3.280220875967128e-07))",0.41978746129959704,3.2200590083844035e-160,28,bg
ag,1000,9,991,"(0.9947658714486052, 0, np.float64(0.001376037429188885))",0.06762091590178088,0.0002199615537498336,"(np.float64(1.1772122320576046), 0, np.float64(0.0007659406379952692))",0.05211376014005348,0.008857697161567311,"(np.float64(0.9574334970088356), 0, np.float64(0.0013395448557162143))",0.05688992434590823,0.0031427247580683394,"(np.float64(1.5273288232299886), 0, np.float64(0.0008127045269199096))",0.02917042589232066,0.36104927891087335,"(np.float64(1.5273288232299886), 0, np.float64(0.0008127045269199096))",0.3935873792816936,7.155736172465551e-139,29,ag
nag,1000,234,766,"(0.880427879550317, 0, np.float64(1.943093131629269e-06))",0.020314739852211106,0.903477826505253,"(np.float64(1.4116789047755733), 0, np.float64(8.790621170394945e-07))",0.08581350495037643,2.344113718526351e-05,"(np.float64(0.9295016866652474), 0, np.float64(1.6551514642154072e-06))",0.023155752946935282,0.7969917923279954,"(np.float64(1.297315740711043), 0, np.float64(1.011642113500568e-06))",0.06181231010700827,0.0054902037799942904,"(np.float64(1.297315740711043), 0, np.float64(1.011642113500568e-06))",0.43065344507176473,1.4061799361946684e-129,29,nag
bg,1000,0,1000,"(10.489649918444298, 0, np.float64(3.350521468665204e-08))",0.014002526477552513,0.988049178740718,"(np.float64(0.3173737900272261), 0, np.float64(3.3484490015446216e-07))",0.03182065161410924,0.2578613886123692,"(np.float64(3.3957301911125173), 0, np.float64(3.904149408737205e-07))",0.05229061763781928,0.008127780237157944,"(np.float64(0.10855804091639831), 0, np.float64(3.366852260501652e-07))",0.47713987065295693,1.0027524601074913e-209,"(np.float64(0.10855804091639831), 0, np.float64(3.366852260501652e-07))",0.4408978979566331,1.5469504543456511e-177,29,bg
