ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,1.083089818206958,0.4787267129444526,0.2216001654450516,2.123704603763276,3000,0.3769419705080508,0.0,3.095874127121495
bg,0.0008275908344275417,0.00023212867664800614,0.000410131128826365,0.0013129064257240226,3000,0.346554881731652,0.0001680671255002,0.0017820852312857
nag,0.1877691787950212,0.08756653281272019,0.0378783053261038,0.37515115891144557,3000,0.5843566256195977,0.0,0.5914459134335808
