ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,0.014805392051185449,0.017596478142970846,0.0003731178133074946,0.07088736147591906,500,2.4821120172504383,0.0,0.10991944694347748
bg,5.885624600902245e-07,1.9362737152208685e-07,2.660601521022108e-07,1.0105343902095067e-06,500,0.6854859596243165,1.5143063184730295e-07,1.4694254320751142e-06
nag,0.0001225241172969587,0.00016751955504968374,0.0,0.0006335625019163983,500,2.6719035092129917,0.0,0.001177428795551998
