ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,0.015499672318499844,0.020472165221720327,0.0003092850323801203,0.0682943125770969,500,3.9144918424889013,0.0,0.21829412599453074
bg,5.692430675478793e-07,1.8794461588705932e-07,2.5747650690763215e-07,9.782859358729415e-07,500,0.4903450028556854,1.8322198483869207e-07,1.2498514149483277e-06
nag,0.0005386653574011533,0.0007996929032253819,0.0,0.0029305696591473782,500,3.0273789008079586,0.0,0.005623643390349764
