ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,1.0514376831621113,0.4661299593642014,0.22289784407761967,2.098876721497341,500,0.7423470979248319,0.0,3.5022883113454153
bg,0.0008205916830205257,0.0002293738622121433,0.0004584152974855142,0.0013099255882315294,500,0.5669557322026081,0.0002801244827130419,0.0016600227629337422
nag,0.6690935066953367,0.2853514793733331,0.14140571660333018,1.357167350141261,500,0.5374520650701716,0.0,1.5565494898425798
