ligand_type,r_max,var_rate
ag,50,0.00013002365665395276
ag,50,0.0006151823598627561
ag,50,0.005675895359023977
ag,50,0.004955833549805014
ag,50,0.0011047250951449782
ag,50,0.00068273795210465
ag,50,0.002210161673546327
ag,50,0.003713373072659703
ag,50,0.0009776093327434918
ag,50,7.989184549177478e-05
ag,50,0.0
ag,50,0.0005366457249833393
ag,50,0.00037714495727959294
ag,50,0.0005878557365443743
ag,50,0.001415939052706104
ag,50,0.00037315226468490504
ag,50,0.00011551602697416496
ag,50,0.0005423164099636822
ag,50,0.0002009703767499802
ag,50,0.0027927270468469235
ag,50,0.0025397693833830014
ag,50,0.0020695395031465956
ag,50,0.0009985618149514074
ag,50,0.000626728323557965
ag,50,0.0004698513353302307
ag,50,0.001411278833301302
ag,50,0.0022851395546755315
ag,50,0.00048029747019166335
ag,50,0.005178381032133438
ag,50,0.000726355365626897
ag,50,0.00023439000568206922
ag,50,0.0005244874817157371
ag,50,0.0004308739454780455
ag,50,0.0029634737680684408
ag,50,0.00046192281469039563
ag,50,7.686405239294738e-05
ag,50,0.0010127003101409416
ag,50,1.969563442018684e-05
ag,50,0.0003414903771703758
ag,50,0.003883024143471123
ag,50,0.0007188769530479445
ag,50,0.0005883760066812742
ag,50,0.003881527381799669
ag,50,0.0003985033783203557
ag,50,3.2563846467813865e-05
ag,50,2.9873411023417108e-05
ag,50,0.002126308681380022
ag,50,0.0015447485027515076
ag,50,0.00048812745285904246
ag,50,0.0019533665781578326
ag,50,0.0005549146230497424
ag,50,0.00021787347342340607
ag,50,0.0012050153642100946
ag,50,0.005006530063202396
ag,50,0.0005059172206836795
ag,50,0.00044189405398287017
ag,50,0.014401964412636165
ag,50,0.00027346962168073595
ag,50,0.0024239149740925177
ag,50,0.0018604154359022223
ag,50,0.0
ag,50,0.00023117252778464062
ag,50,0.0006408608138247276
ag,50,0.0009019910235775794
ag,50,0.0003297875274247163
ag,50,0.0003779597502296702
ag,50,0.000923375296294465
ag,50,0.0001689605269939781
ag,50,0.0002344468016101732
ag,50,5.3702166240134785e-05
ag,50,0.000474333995383356
ag,50,0.0005093146881497484
ag,50,0.0003511446200343238
ag,50,0.0010280512742888565
ag,50,0.0013841823132069477
ag,50,9.719526977137246e-05
ag,50,0.0001807127259332035
ag,50,0.0011881797351318692
ag,50,0.0011667504374470099
ag,50,0.0004102298434906833
ag,50,0.0
ag,50,0.0012649357038603463
ag,50,0.0009867098270424483
ag,50,0.0007955601654409836
ag,50,0.0013228705394946697
ag,50,0.0007046223554890861
ag,50,0.0012978962837972988
ag,50,0.0013024872455093734
ag,50,0.0005089644039323077
ag,50,0.0006072438093472958
ag,50,0.0019566952803453034
ag,50,0.00035445006517401356
ag,50,0.0004418108981010399
ag,50,0.0017622600520652747
ag,50,0.000311640257321952
ag,50,0.0016300112082528846
ag,50,0.0009482382098084785
ag,50,0.0001790317581440502
ag,50,0.0022526278888052222
ag,50,0.00042435791686054445
ag,50,0.0008551932035813584
ag,50,0.00033452640204512525
ag,50,0.002311550170849801
ag,50,0.0
ag,50,0.0005514817727358533
ag,50,3.260960287296599e-05
ag,50,7.235145665160341e-05
ag,50,0.0005563184362992692
ag,50,0.0009530533031109639
ag,50,0.0004902224483357084
ag,50,0.0004983404132142275
ag,50,0.0025136253903340696
ag,50,0.0010691021425456733
ag,50,0.0009474417355939402
ag,50,0.0001930077762386586
ag,50,0.0019538949534500805
ag,50,0.0018379752361547248
ag,50,0.00015473281672799395
ag,50,0.0040626015421300525
ag,50,0.0024535612723073997
ag,50,0.0007675861624327102
ag,50,9.778927656248718e-05
ag,50,0.0005290218197686513
ag,50,0.00011791260368894259
ag,50,0.001658555729298717
ag,50,0.003112901919931473
ag,50,0.00024440522355913356
ag,50,0.0008104635835166705
ag,50,0.0029254511358425828
ag,50,0.0003982705307589491
ag,50,0.00316058685233987
ag,50,0.0002539909288976234
ag,50,0.00018902089856510687
ag,50,0.001370720490611948
ag,50,0.00022588114898348588
ag,50,6.310521897733662e-05
ag,50,1.746622455077974e-05
ag,50,0.0018593121297258413
ag,50,0.002255610413304162
ag,50,0.0027164874311049504
ag,50,0.0003665037741720451
ag,50,0.010931618856840183
ag,50,0.0022984461283091684
ag,50,0.001996987962847269
ag,50,0.0017254712930125367
ag,50,0.0005159034834215958
ag,50,0.0027340063218877614
ag,50,0.000244992704219522
ag,50,0.0003821261363295154
ag,50,0.0010903563050517014
ag,50,6.812006742287855e-05
ag,50,0.0008424188858054429
ag,50,0.0005656708924330997
ag,50,0.0015664861013899199
ag,50,0.0002208454326321908
ag,50,0.0011902628146917373
ag,50,0.00027303264601921787
ag,50,0.00673976383315009
ag,50,0.0014768759700019697
ag,50,0.0008212078509426449
ag,50,2.841621032398699e-05
ag,50,0.0026434438365491053
ag,50,0.001317812586080491
ag,50,0.0008408340166625039
ag,50,0.0014380198819951492
ag,50,0.00322835977360096
ag,50,0.0005015320271157759
ag,50,0.00027505456076110113
ag,50,0.0006818726120654116
ag,50,0.0012820398129058863
ag,50,0.00021386117099018935
ag,50,0.002225332278414125
ag,50,0.0022243747793270915
ag,50,0.000373751193546622
ag,50,0.0010844205661172193
ag,50,0.0001195832718261247
ag,50,0.0001681197435592374
