ligand_type,r_max,var_rate,ratio
ag,50,0.0105662123878037,1.0
ag,50,0.0004954372221171,1.0
ag,50,0.0116862163988486,1.0
ag,50,0.008469737569106,1.0
ag,50,0.0,1.0
ag,50,0.0496571258752607,1.0
ag,50,0.003160960560775,1.0
ag,50,0.0021795102577992,1.0
ag,50,0.0044920422299127,1.0
ag,50,0.0043838810182288,1.0
ag,50,0.0620569320844063,1.0
ag,50,0.0086918355171319,1.0
ag,50,0.0463630237622351,1.0
ag,50,0.0303139411226441,1.0
ag,50,0.0026748818866406,1.0
ag,50,0.0002367007636138,1.0
ag,50,0.0012902161301295,1.0
ag,50,0.0093401795580196,1.0
ag,50,0.0444719802159845,1.0
ag,50,0.036239040191895,1.0
ag,50,0.0003045848141864,1.0
ag,50,0.007459488622148,1.0
ag,50,0.0505604734933649,1.0
ag,50,0.004216179416871,1.0
ag,50,0.0128484875791895,1.0
ag,50,0.127247122985904,1.0
ag,50,0.013939544696577,1.0
ag,50,0.0514519867448202,1.0
ag,50,0.0360047274188244,1.0
ag,50,0.0059283566249816,1.0
ag,50,0.0036412057650585,1.0
ag,50,0.0037417230043501,1.0
ag,50,0.0170582087074224,1.0
ag,50,0.0086832915762839,1.0
ag,50,0.0151550348982867,1.0
ag,50,0.0062119148808039,1.0
ag,50,0.0371526264641321,1.0
ag,50,0.0056240161150721,1.0
ag,50,0.0295848736104596,1.0
ag,50,0.0074077153441973,1.0
ag,50,0.0065324348129711,1.0
ag,50,0.0057675491419386,1.0
ag,50,0.0265901493565994,1.0
ag,50,0.0216248869384254,1.0
ag,50,0.0017485565989462,1.0
ag,50,0.0296651500209506,1.0
ag,50,0.0191186668661941,1.0
ag,50,0.001916043739242,1.0
ag,50,0.0073516622272954,1.0
ag,50,0.0083805929020391,1.0
ag,50,0.001806879718578,1.0
ag,50,0.0096432183053405,1.0
ag,50,0.0153466439394558,1.0
ag,50,0.0359768651479259,1.0
ag,50,0.005976380324975,1.0
ag,50,0.0082136916466811,1.0
ag,50,0.0090467987210727,1.0
ag,50,0.0316930617232901,1.0
ag,50,0.0068514205526367,1.0
ag,50,0.0069991512290674,1.0
ag,50,0.010141694706369,1.0
ag,50,0.0518396587786703,1.0
ag,50,0.0313236756209378,1.0
ag,50,0.0123801909917905,1.0
ag,50,0.0013753676629251,1.0
ag,50,0.0221081709193001,1.0
ag,50,0.0086327682103709,1.0
ag,50,0.0013962870120419,1.0
ag,50,0.0144850923020315,1.0
ag,50,0.0004929666796017,1.0
ag,50,0.006524106140692,1.0
ag,50,0.0190318585552369,1.0
ag,50,0.0111047945897057,1.0
ag,50,0.0441600732924941,1.0
ag,50,0.0009940579806718,1.0
ag,50,0.0046017641445033,1.0
ag,50,0.0032258168152696,1.0
ag,50,0.0421907207560238,1.0
ag,50,0.0018003384653539,1.0
ag,50,0.034755131214096,1.0
ag,50,0.0147057341496848,1.0
ag,50,0.0014577894058434,1.0
ag,50,0.0248679607742662,1.0
ag,50,0.0150928645982465,1.0
ag,50,0.0111768445908236,1.0
ag,50,0.0005962645028295,1.0
ag,50,0.0586517313196919,1.0
ag,50,0.0054115948289361,1.0
ag,50,0.0058832070821332,1.0
ag,50,0.0130030363816888,1.0
ag,50,0.0274823475376499,1.0
ag,50,0.0033597825112932,1.0
ag,50,0.0541777872804733,1.0
ag,50,0.0062060575902652,1.0
ag,50,0.0239940837093902,1.0
ag,50,0.0041759972651491,1.0
ag,50,0.0056941310166656,1.0
ag,50,0.0185892912308829,1.0
ag,50,0.0002961175621505,1.0
ag,50,0.020196498372717,1.0
ag,50,0.0015933434727617,1.0
ag,50,0.0012701642054202,1.0
ag,50,0.0039494859535728,1.0
ag,50,0.0270175277768138,1.0
ag,50,0.0189598681272908,1.0
ag,50,0.0038161598910066,1.0
ag,50,0.0079404342103455,1.0
