ligand_type,r_max,var_rate
ag,50,0.0073536260037984314
ag,50,0.014945535180241538
ag,50,0.018746707740128866
ag,50,0.00895757548923146
ag,50,0.00349146536285018
ag,50,0.0014770396442341054
ag,50,0.015484366955379213
ag,50,0.013272821704486184
ag,50,0.0029845540924488606
ag,50,0.02699991091242191
ag,50,0.004104224090523348
ag,50,0.013415551957094287
ag,50,0.011144372321543285
ag,50,0.020593092937375938
ag,50,0.015798949944229333
ag,50,0.0198270737233947
ag,50,0.011634714315136982
ag,50,0.022926289948100045
ag,50,0.010563579587584386
ag,50,0.003762491739217188
ag,50,0.0010899971156982564
ag,50,0.006549062779523568
ag,50,0.021252664326004346
ag,50,0.0
ag,50,0.004921869415572276
ag,50,0.009406610232557814
ag,50,0.001080578975042031
ag,50,0.0017105493323780149
ag,50,0.029490407695208023
ag,50,0.023761829843466
ag,50,0.0069969709142534775
ag,50,0.003933717029307574
ag,50,0.012048714890478467
ag,50,0.026558831969346365
ag,50,0.020803640666837618
ag,50,0.005947402762548826
ag,50,0.021429424779897982
ag,50,0.05120593575815247
ag,50,0.0005767860859716635
ag,50,0.0035446727739274525
ag,50,0.03030774640958963
ag,50,0.021096233098462844
ag,50,0.010297285556702881
ag,50,0.01482253202586819
ag,50,0.010422849275887856
ag,50,0.01934532672376125
ag,50,0.019176233065302698
ag,50,0.0030998522184301778
ag,50,0.0068226847275051315
ag,50,0.002194431542003838
ag,50,0.0006157006068040136
ag,50,0.01664920988933623
ag,50,0.0020738032433439205
ag,50,0.020424163111558143
ag,50,0.0036172196226872465
ag,50,0.006499795315226935
ag,50,0.018375823339558915
ag,50,0.00470616347477691
ag,50,0.01208395576617493
ag,50,0.024866128585151123
ag,50,0.003549774867241943
ag,50,0.0034209357021817853
ag,50,0.009164155122453756
ag,50,0.008110800545756669
ag,50,0.022808024274867722
ag,50,0.011486024936503771
ag,50,0.0024888849486014424
ag,50,0.014399996264511744
ag,50,0.010916412386727366
ag,50,0.004868712862318036
ag,50,0.008833058578821173
ag,50,0.0032160435254679604
ag,50,0.01185899782082203
ag,50,0.006618199867392935
ag,50,0.003477384379581419
ag,50,0.026888127057960995
ag,50,0.003532927910440542
ag,50,0.0039639811669957585
ag,50,0.01328915672067278
ag,50,0.0014762319501873805
ag,50,0.007839352698510759
ag,50,0.0037213599891998644
ag,50,0.0019870588639633612
ag,50,0.03737387966920372
ag,50,0.0021044005736733404
ag,50,8.65346998136542e-05
ag,50,0.004108638537060978
ag,50,0.011979737063458734
ag,50,0.02267207508034228
ag,50,0.17753408889277827
ag,50,0.004858441550874136
ag,50,0.0022179566469884495
ag,50,0.004356050571269815
ag,50,0.04121498186379446
ag,50,0.021198605435300704
ag,50,0.05461273846504594
ag,50,0.026178131668291017
ag,50,0.0032871938396024356
ag,50,0.0034131717697449006
ag,50,0.012967501316183828
ag,50,0.01930513686309976
ag,50,0.0016870819442356127
ag,50,0.016317370829544063
ag,50,0.0018961195218472552
ag,50,0.0022679579238808253
ag,50,0.04622298393126032
ag,50,0.018239465362683283
ag,50,0.020678836345227557
