ligand_type,mean,std,ci_low,ci_high,count,skew,min,max
ag,1.0932287536362104,0.4919457633290117,0.2245953704402159,2.1552442061305075,500,0.49852384791749205,0.0,3.095874127121495
bg,0.0008481476752191665,0.00023880445269832597,0.0004223322376984934,0.0013315395489961576,500,0.3835265244991557,0.00016806712550027664,0.0017061478631178165
nag,0.17600229821925645,0.07899066975362225,0.03714864766978798,0.3483935154001505,500,0.4761058018011516,0.0,0.45434145891053246
