ligand_type,r_max,time_weighted_mean_b,time_weighted_variance,total_bound_time,n_binding_events,n_unbinding_events,binding_unbinding_events,mean_bound_dwell_time,total_signal,signal_rate,ratio,time_weighted_variance_observed,total_signal_observed
ag,50,1.9836422015836315,1.3099716287705703,1983.6422015836315,1948,1948,3896,1.0182968180614125,3352,3.352,2,1.4302144909728487,2823.7356682543746
ag,50,0.6822170446726384,0.4570046150187356,682.2170446726384,684,683,1367,0.9988536525221645,360,0.36,2,0.47738469265944505,371.2104722953048
ag,50,0.6602427670693511,0.45178961221531283,660.2427670693511,653,653,1306,1.0110915269055913,299,0.299,2,0.4919563011221553,307.7073003552817
ag,50,1.3259503419012757,0.8714482852228979,1325.9503419012758,1339,1338,2677,0.9909942764583526,1643,1.643,2,0.9156552258805909,1213.2400185346246
ag,50,0.6806831547483503,0.44272052740331824,680.6831547483503,700,700,1400,0.9724045067833575,353,0.353,2,0.5324731764716467,300.6198567249107
ag,50,1.949152250981289,1.350543872850308,1949.1522509812892,1958,1954,3912,0.9975190639617652,3420,3.42,2,1.474582691687362,3403.496852622702
ag,50,1.3004270693049935,0.8654749778810276,1300.4270693049934,1308,1306,2614,0.995732824888969,1521,1.521,2,0.9685812034462888,1658.072841572023
ag,50,1.888609388507399,1.2652950359692885,1888.609388507399,1936,1934,3870,0.9765301905415713,3168,3.168,2,1.198065933199168,3888.577192952308
ag,50,2.1669769012067652,1.481021243853622,2166.9769012067654,2191,2188,4379,0.9903916367489787,4179,4.179,2,1.3709913846591526,4022.19674938431
ag,50,0.6695239237290278,0.4353795532476811,669.5239237290278,648,648,1296,1.0332159316805984,331,0.331,2,0.5180170041561012,358.72759252701206
ag,50,2.2899192360193537,1.5431540311745762,2289.919236019354,2256,2255,4511,1.0154852487890704,4773,4.773,2,1.3901607020705455,5145.619301116867
ag,50,2.27494033503349,1.5133212891136658,2274.9403350334896,2268,2267,4535,1.003502573900966,4510,4.51,2,1.2625600577434175,4421.384929831958
ag,50,0.7014729859354208,0.4564717781438502,701.4729859354209,638,638,1276,1.0994874387702522,292,0.292,2,0.5727440747142891,318.6246264555537
ag,50,1.3188005308093993,0.8312392193668329,1318.8005308093993,1389,1388,2777,0.9501444746465413,1621,1.621,2,0.6044745918928172,1455.9727878636122
ag,50,1.0036482899915196,0.6817260700851283,1003.6482899915195,1006,1006,2012,0.9976623160949498,893,0.893,2,0.7076830241504747,857.1200617493402
ag,50,1.7125493480017302,1.1392352479586114,1712.54934800173,1667,1666,3333,1.0279407851150841,2463,2.463,2,1.2743275413873245,2411.8649592133656
ag,50,2.555441693995563,1.7440038153538733,2555.4416939955627,2625,2621,5246,0.9749872926347053,5859,5.859,2,2.1023167464097816,6007.009355421778
ag,50,2.5527204843147735,1.6315719487626161,2552.7204843147733,2495,2493,4988,1.0239552684776467,5559,5.559,2,1.3338178695099243,5893.315126970706
ag,50,1.646120179597369,1.1047876121541824,1646.120179597369,1629,1629,3258,1.0105096252899748,2277,2.277,2,1.004813596557364,2884.7901307164093
ag,50,1.647583576198998,1.1493956424354355,1647.5835761989981,1656,1656,3312,0.9949176184776559,2301,2.301,2,1.439888994691143,2569.0045948057636
ag,50,2.3161651363689306,1.505699582002737,2316.1651363689307,2265,2263,4528,1.0234932109451749,4505,4.505,2,1.5319775023042739,3613.5368739590717
ag,50,0.9704630487713496,0.6372323198623576,970.4630487713496,979,977,1956,0.9933091594384336,734,0.734,2,0.60315533512733,699.2979480175121
ag,50,0.6825059554428451,0.44649912238585554,682.5059554428451,697,697,1394,0.9792051010657749,350,0.35,2,0.33986953266388265,327.45982996165037
ag,50,1.9271566707466041,1.263473618201635,1927.156670746604,1972,1972,3944,0.9772599750236329,3459,3.459,2,1.4197123966501473,2679.9373765664095
ag,50,0.0,0.0,0.0,0,0,0,,0,0.0,2,0.0,0.0
ag,50,2.2561181063019276,1.5210359453380429,2256.1181063019276,2267,2266,4533,0.9956390583856697,4665,4.665,2,1.332361138027162,4083.9425722117217
ag,50,2.9328363396246715,1.8522505407626941,2932.8363396246714,2960,2958,5918,0.991493015424162,7678,7.678,2,1.5509633633580535,5852.669582001432
ag,50,1.0192670856152497,0.6471251636345938,1019.2670856152497,1030,1028,2058,0.9915049470965464,854,0.854,2,0.6665581938249427,745.3837971452815
ag,50,1.3068099048092785,0.857669414319389,1306.8099048092786,1303,1300,2603,1.0052383883148297,1591,1.591,2,0.8852946318521734,1570.3632350865366
ag,50,1.6274103381512373,1.0190046817068867,1627.4103381512373,1621,1618,3239,1.0058160309958204,2363,2.363,2,0.981401275379229,1875.256934686324
ag,50,2.2655663150938286,1.5108374303517496,2265.5663150938285,2278,2276,4554,0.9954157799182023,4575,4.575,2,1.4778456766757428,5162.198195840331
ag,50,1.2495176872938527,0.8502322398035445,1249.5176872938528,1299,1298,2597,0.9626484493789312,1420,1.42,2,1.011185475919594,1594.4581120657729
ag,50,1.2624873421237837,0.8257436792428354,1262.4873421237837,1294,1293,2587,0.9764016567082627,1524,1.524,2,0.7945720767431521,1411.2727781368797
ag,50,0.3643952505343815,0.23161135192236684,364.3952505343815,345,344,689,1.059288518995295,73,0.073,2,0.2522978891021447,88.45121770606674
ag,50,0.979229963857361,0.6866191177768864,979.2299638573611,958,957,1915,1.023228802358789,793,0.793,2,0.7185915336932318,541.5315934808538
ag,50,0.9945093306953522,0.6644068615161239,994.5093306953522,970,970,1940,1.0252673512323218,834,0.834,2,0.5720474167629217,707.0160791967131
ag,50,0.9474939009678017,0.6112285306219702,947.4939009678018,1011,1010,2021,0.9381127732354473,851,0.851,2,0.5566769496193202,839.6814444215976
ag,50,1.6780608137884065,1.0491055975068646,1678.0608137884064,1678,1676,3354,1.0012296024990492,2456,2.456,2,0.8827909174118883,3083.501046687497
ag,50,1.3110126068101449,0.8746043492099764,1311.012606810145,1271,1270,2541,1.0322933911890906,1451,1.451,2,0.9725569442583821,1272.9697201345914
ag,50,1.6746504324811609,1.0736203213510935,1674.6504324811608,1653,1651,3304,1.0143249136772627,2492,2.492,2,1.286582650914409,2557.2978323699303
ag,50,1.592717657719204,1.0725109943383313,1592.717657719204,1682,1681,3363,0.947482247304702,2349,2.349,2,1.019570122696225,1885.0987014727748
ag,50,1.6344287204280872,1.07106238308668,1634.4287204280872,1600,1598,3198,1.0227964458248355,2158,2.158,2,1.0331099596065052,1968.4036252133888
ag,50,1.975843155213919,1.2650406331302804,1975.843155213919,1949,1947,3896,1.014814152652244,3440,3.44,2,1.0943394282337149,3998.5721212819276
ag,50,0.6447015255471872,0.438179570931143,644.7015255471872,653,652,1305,0.9888060207778945,293,0.293,2,0.3813979183775369,296.0611817375113
ag,50,1.285071574523521,0.8429360674496251,1285.0715745235211,1343,1343,2686,0.9568663994962927,1457,1.457,2,0.7950351148175692,1043.2618494023338
ag,50,2.0373375943689815,1.3090066190787952,2037.3375943689816,1957,1955,3912,1.0421164165570238,3512,3.512,2,1.513731790707436,3621.247403546356
ag,50,1.3293963651134428,0.8437783897605193,1329.396365113443,1328,1328,2656,1.0010514797540986,1502,1.502,2,0.7592568053029688,1146.5928738288148
ag,50,1.2967989244355418,0.8623609341722186,1296.7989244355417,1307,1307,2614,0.9921950454747832,1494,1.494,2,0.890636098606017,1541.707488880217
ag,50,2.5873613505351067,1.7269158312172712,2587.361350535107,2619,2617,5236,0.9886745703229296,5984,5.984,2,1.4479364241278172,6449.492507595048
ag,50,0.9836889338770841,0.6823189098593421,983.6889338770841,1038,1038,2076,0.9476772002669404,766,0.766,2,0.5005554468498896,759.9328380123237
ag,50,1.3261659074666345,0.8830815542135715,1326.1659074666345,1320,1320,2640,1.0046711420201777,1572,1.572,2,1.0877414261657408,1755.4820091581714
ag,50,1.5678474157728888,1.0337455018161017,1567.8474157728888,1622,1620,3242,0.9678070467733881,2227,2.227,2,1.251151617794166,2320.081326524581
ag,50,2.2603562099507144,1.4971200038126231,2260.3562099507144,2267,2263,4530,0.9988317321920965,4560,4.56,2,1.1380857685078518,4355.275325826432
ag,50,1.9073255319755313,1.3433689082630218,1907.3255319755312,1974,1973,3947,0.9667133968451755,3384,3.384,2,1.3223693544101278,3345.958630245795
ag,50,1.0134392272868316,0.641147862065976,1013.4392272868316,1033,1033,2066,0.9810641116039028,839,0.839,2,0.7151293491710838,865.4156921870057
ag,50,1.9515076811926884,1.357097711888895,1951.5076811926883,1974,1973,3947,0.9891067821554427,3363,3.363,2,1.1266619318218398,3757.9062367293
ag,50,0.6673604672529346,0.4509441977711499,667.3604672529347,669,668,1337,0.9990426156481058,324,0.324,2,0.5034028960787221,238.58050459234323
ag,50,2.5773913385654814,1.6378313116054892,2577.3913385654814,2540,2537,5077,1.0159209060171388,5791,5.791,2,1.1723596802356155,6128.392297042927
ag,50,0.6328235555576808,0.4481779351036737,632.8235555576807,682,681,1363,0.9292563224048175,327,0.327,2,0.37520438763747854,298.9174451458151
ag,50,1.625525903351499,1.0339293958446323,1625.525903351499,1620,1619,3239,1.0040308235648543,2409,2.409,2,1.1618293756715539,1935.7720651689708
ag,50,0.6467368834025314,0.4453910600630182,646.7368834025315,637,637,1274,1.0152855312441624,376,0.376,2,0.40627832191310476,421.6784876963244
ag,50,0.6759042773620993,0.431063869882774,675.9042773620994,697,696,1393,0.9711268352903727,338,0.338,2,0.35250750428207633,322.15527615174994
ag,50,1.6081891167461657,1.0844911114695934,1608.1891167461656,1656,1654,3310,0.9723029726397615,2399,2.399,2,1.144201416722489,1814.9051733477704
ag,50,2.6691136069653516,1.7095126579969238,2669.1136069653517,2600,2597,5197,1.0277680427282834,6176,6.176,2,1.8855606552070736,4920.4296996840885
ag,50,1.6185731949982696,1.0183442510709133,1618.5731949982696,1645,1644,3289,0.9845335735999207,2451,2.451,2,1.1799602283213981,2620.7948813094163
ag,50,1.9280434573827583,1.2693658750167993,1928.0434573827583,1975,1971,3946,0.9782057115082488,3545,3.545,2,1.1696629154758171,3673.897836706048
ag,50,2.2927375581405447,1.5369713406326446,2292.7375581405445,2264,2264,4528,1.0126932677299225,4763,4.763,2,1.6678735393291588,5020.77050756501
ag,50,1.298634027895314,0.8326455947413332,1298.634027895314,1318,1316,2634,0.9868039725648282,1431,1.431,2,0.9081943363256054,1299.5477381496787
ag,50,2.6094935888486326,1.7158876803416847,2609.4935888486325,2572,2568,5140,1.0161579395828009,6089,6.089,2,1.5786378226457347,7645.997164318241
ag,50,1.3449227785179083,0.8545774756664457,1344.9227785179082,1336,1334,2670,1.0081879898934845,1480,1.48,2,0.8968401824825197,1687.276880277038
ag,50,3.41984534977733,2.2476094000448303,3419.84534977733,3496,3494,6990,0.9787765740633457,10867,10.867,2,2.178404369894577,12630.768217492267
ag,50,0.9922379885380519,0.6343184317992002,992.2379885380519,988,988,1976,1.0042894620830485,787,0.787,2,0.7289223911455412,790.2503682527929
ag,50,2.294982893411246,1.5049662646566488,2294.982893411246,2246,2245,4491,1.0222640950606887,4568,4.568,2,1.6996490466567489,5324.356541196991
ag,50,1.3144284720698092,0.8821658410785749,1314.4284720698092,1283,1283,2566,1.0244960811144266,1382,1.382,2,0.8848256117863991,1327.0085864376847
ag,50,2.0398514868591495,1.3645466595238631,2039.8514868591494,2026,2026,4052,1.0068368641950391,3783,3.783,2,1.4542148122457954,3353.9084199236627
ag,50,1.0201118255712898,0.6367244654831073,1020.1118255712897,984,982,1966,1.0388104130053868,843,0.843,2,0.5927117499063143,838.4177686940986
ag,50,1.3136688803144434,0.9062219344290696,1313.6688803144434,1301,1300,2601,1.0105145233188026,1527,1.527,2,0.7011050499571476,1426.1224878992102
ag,50,0.9416513116921471,0.6427638312517178,941.6513116921471,955,954,1909,0.9870558822768838,805,0.805,2,0.6167733407345958,604.3629438148466
ag,50,1.3142508085662368,0.8349125552919537,1314.2508085662369,1313,1312,2625,1.0017155553096317,1568,1.568,2,0.9715505003494103,1459.3472772967107
ag,50,1.3329600703465112,0.8756737959058248,1332.9600703465112,1296,1293,2589,1.0309049267954455,1474,1.474,2,0.6388736158732932,1357.06453326537
ag,50,1.9485923142544797,1.343841134266331,1948.5923142544796,1938,1938,3876,1.005465590430588,3402,3.402,2,1.402971076518081,2584.605077824181
ag,50,2.211820171901498,1.418380852009758,2211.820171901498,2282,2278,4560,0.9709482756371808,4565,4.565,2,1.692221094838746,5348.969602422901
ag,50,1.7285745951667209,1.0874691972834072,1728.5745951667209,1659,1655,3314,1.044455948741221,2492,2.492,2,1.0246638389572154,2069.144684481792
ag,50,1.6319379578302031,1.084115298830597,1631.9379578302032,1639,1637,3276,0.9969077323336611,2359,2.359,2,0.818821050888227,2124.562774580281
ag,50,2.030961709548635,1.314681567000171,2030.961709548635,2033,2033,4066,0.9989973977120684,3635,3.635,2,1.0462177726864645,4085.705447520631
ag,50,0.9419454876366715,0.6298444995493055,941.9454876366715,992,991,1983,0.950499987524391,816,0.816,2,0.7353459231916047,934.6643905531963
ag,50,1.628416444936839,1.0667337552577696,1628.416444936839,1691,1690,3381,0.9635600265898456,2414,2.414,2,0.8396009658647364,2404.9953340687184
ag,50,0.9404656378939121,0.6484169130107261,940.4656378939121,957,956,1913,0.9837506672530462,714,0.714,2,0.8718817108328111,872.0848615822509
ag,50,2.2682066991995575,1.5456404400320012,2268.2066991995575,2293,2290,4583,0.9904832747596322,4625,4.625,2,1.4061132135943186,2541.7609365784915
ag,50,1.6023685951062672,1.0876564918730387,1602.368595106267,1649,1647,3296,0.9729013935071446,2205,2.205,2,1.206908440458947,2707.030706593436
ag,50,1.6277177429724357,1.1154614714639721,1627.7177429724356,1672,1671,3343,0.9740979910068436,2339,2.339,2,1.0878936489726425,2164.5880162814924
ag,50,1.7044322583220626,1.0485446225269774,1704.4322583220626,1675,1674,3349,1.018179365783789,2307,2.307,2,1.1058495103597394,2719.648597404713
ag,50,1.29494166353915,0.8568058314619116,1294.9416635391499,1310,1308,2618,0.9900165623387996,1507,1.507,2,0.9480743001517614,1779.018148916603
ag,50,1.6907634480878047,1.0794120098856261,1690.7634480878046,1635,1632,3267,1.0360070147596843,2398,2.398,2,1.0917143707355208,2620.541089353333
ag,50,0.9886320833925328,0.6466445214011943,988.6320833925329,972,971,1943,1.0181586852652245,810,0.81,2,0.5557149584672255,809.5055935887763
ag,50,2.315872750910703,1.5344940892569825,2315.872750910703,2270,2267,4537,1.021558337410985,4713,4.713,2,1.6251473218694927,4156.605730632543
ag,50,1.0694441421100693,0.6927753415851879,1069.4441421100694,979,979,1958,1.0923842105312251,896,0.896,2,0.7508022195157231,837.1242351289419
ag,50,1.6960539666377525,1.0531317181821873,1696.0539666377526,1637,1635,3272,1.0373418756194206,2379,2.379,2,0.9538641206624842,1726.7353100343544
ag,50,2.5704514858923333,1.7305014015524305,2570.4514858923335,2590,2586,5176,0.9939874268725187,5502,5.502,2,1.5926553112456605,5600.1504044619105
ag,50,2.252783976068222,1.5765055207746073,2252.783976068222,2309,2308,4617,0.9760762461300788,4784,4.784,2,1.3629963710101927,4405.398206605459
ag,50,2.956882487998905,1.8743586281040143,2956.882487998905,2834,2831,5665,1.0444657322497015,7508,7.508,2,1.1793307327703595,6424.513364502502
ag,50,1.990310399424534,1.2789584340762332,1990.310399424534,1954,1952,3906,1.0196262292133882,3481,3.481,2,1.1305566150567223,2566.8266683679644
ag,50,1.2993165597742427,0.8341839484220003,1299.3165597742427,1322,1321,2643,0.9835855865058613,1379,1.379,2,0.9759143821680625,1633.2322077467845
ag,50,2.6558077643854348,1.7023496732087953,2655.807764385435,2639,2636,5275,1.0075143263981163,6103,6.103,2,2.0971585367999848,6766.063472327639
ag,50,1.6289107123320896,1.0604625389610964,1628.9107123320896,1616,1612,3228,1.0104905163350433,2419,2.419,2,1.0374997971183788,2494.6721557411847
ag,50,1.257889495343269,0.8450394376000986,1257.8894953432691,1316,1316,2632,0.9558430815678337,1489,1.489,2,0.7845799683366067,1675.2280504809369
ag,50,1.9299570342185846,1.2315565726963904,1929.9570342185846,1981,1980,3961,0.974725774857871,3267,3.267,2,1.248453857280686,3367.2587631063884
ag,50,0.9995098057047357,0.670584890339617,999.5098057047356,997,996,1993,1.0035239013099755,806,0.806,2,0.6259764843438737,603.2210377387631
ag,50,2.2423336132422986,1.4730149002569783,2242.3336132422987,2246,2246,4492,0.998367592716963,4218,4.218,2,1.2932824288645373,3792.205323580501
ag,50,1.2595394703481102,0.8586300310739061,1259.5394703481102,1284,1281,2565,0.9832470494520766,1394,1.394,2,1.0254351183394654,1803.9530601649262
ag,50,1.025343924296868,0.6579407339908605,1025.343924296868,1020,1020,2040,1.0052391414675177,789,0.789,2,0.5998790695503649,873.132404885034
ag,50,1.5926615274796352,1.0680854549467054,1592.6615274796352,1613,1612,3225,0.9880034289575901,2270,2.27,2,1.0691795613214923,1928.5393368932814
ag,50,2.6568461568715516,1.6842489778416303,2656.8461568715516,2575,2570,5145,1.033792278938347,6015,6.015,2,1.6941476957640764,5482.11494173874
ag,50,1.3014730380820512,0.8179925015566144,1301.473038082051,1333,1332,2665,0.9770818604219602,1496,1.496,2,0.982356209170745,1329.4809466324816
ag,50,1.9739877093547564,1.337112691094472,1973.9877093547564,1949,1945,3894,1.0149037066091293,3426,3.426,2,1.383475528951284,3899.112310160215
ag,50,0.6643011491404468,0.43549877508530677,664.3011491404468,627,627,1254,1.059491465933727,320,0.32,2,0.46699604397759953,321.78339364319476
ag,50,1.6261172236772972,1.0780700414468614,1626.1172236772973,1631,1630,3261,0.9976179286363787,2223,2.223,2,0.923441541991548,1256.307178256378
ag,50,2.6299314111127767,1.645329890348139,2629.931411112777,2604,2602,5206,1.0107345930487228,6245,6.245,2,1.525661763299759,7715.232882589667
ag,50,2.9348023343471796,2.097255008647985,2934.8023343471796,2958,2953,5911,0.9938375666600676,7865,7.865,2,1.8587070314079928,8445.500597885772
ag,50,0.9954134020386255,0.6569188671348534,995.4134020386255,967,965,1932,1.031516478796503,837,0.837,2,0.6739063993894475,803.3720912269873
